Time (s),Satellite ID,Longitude (deg),X (km),Y (km),Z (km),VX,VY,VZ,ideal VX,ideal VY,ideal VZ,ideal x,ideal_y,ideal_z,Status
1030,01,45.0,26711.135396510785,32110.976494327333,771.9638618283566,-2.611930541774374,1.7875329318576147,-0.05429699050013406,-2.331361594207018,2.0049677312805616,0.0,27487.993923314218,31962.83527898989,0,stationkeeping
1040,01,45.0,26684.06779326653,32128.99953432689,771.1335400973776,-2.6294112398214486,1.7863365311075061,-0.16002163806607755,-2.332823392599776,2.003266708493675,0.0,27464.672997346246,31982.876452077286,0,stationkeeping
1050,01,45.0,26656.0393478217,32146.07873602132,768.8493465573963,-2.724835891367725,1.6924310197329784,-0.30488951481522175,-2.33428394988182,2.0015646199271058,0.0,27441.337459599257,32002.900609607164,0,stationkeeping
1060,01,45.0,26628.514716277015,32164.41442500883,765.8973860346933,-2.6741395933554424,1.8179907445237862,-0.371237312656048,-2.3357432652761037,1.9998614664864007,0.0,27417.987322488236,32022.907740926254,0,stationkeeping
1070,01,45.0,26600.962010417432,32182.22872049961,761.8843714521082,-2.676524429006964,1.7661683756556998,-0.4767289984702625,-2.3372013380062397,1.9981572490776731,0.0,27394.622598435948,32042.897835390333,0,stationkeeping
1080,01,45.0,26575.233360219016,32198.331386522637,757.7711592876645,-2.4942506668717956,1.5957299888280063,-0.4863171828167258,-2.338658167296504,1.996451968607602,0.0,27371.243299872913,32062.870882364266,0,stationkeeping
1090,01,45.0,26548.982473453987,32215.335777872682,754.8224241429319,-2.546086027373512,1.6860125315246763,-0.3698073520750046,-2.340113752371832,1.9947456259834322,0.0,27347.849439237405,32082.82687122197,0,stationkeeping
1100,01,45.0,26523.769640038932,32232.342232651547,750.5748102749404,-2.4423096992372795,1.6865069845536618,-0.4990104634161923,-2.3415680924578233,1.9930382221129734,0.0,27324.44102897544,32102.765791346446,0,stationkeeping
1110,01,45.0,26497.544662878823,32248.863790712894,745.487422143989,-2.5430433274260658,1.6384494924430595,-0.5823109290457221,-2.343021186780738,1.9913297579046005,0.0,27301.01808154079,32122.68763212977,0,stationkeeping
1120,01,45.0,26472.242909507957,32264.435422873154,740.0337141276151,-2.450721111753234,1.5440754038636109,-0.6183239959586988,-2.344473034567499,1.9896202342672518,0.0,27277.580609394947,32142.592382973107,0,stationkeeping
1130,01,45.0,26448.793275273667,32279.535051789007,734.1292894177649,-2.265881816265233,1.4974436143206213,-0.6627147653821105,-2.345923635045694,1.9879096521104296,0.0,27254.128625007135,32162.480033286716,0,stationkeeping
1140,01,45.0,26426.55570998165,32292.172681392345,728.0903155244584,-2.145042367261044,1.252454695700145,-0.675538558075189,-2.3473729874435727,1.9861980123441996,0.0,27230.662140854303,32182.350572489955,0,stationkeeping
1150,01,45.0,26405.177964901213,32304.32991381517,721.5086992900858,-2.059444797793113,1.2052760437542402,-0.7290357531791158,-2.3488210909900493,1.984485315879189,0.0,27207.1811694211,32202.203990011272,0,stationkeeping
